user_id,rank,item_id,score,model_name
13246,18,47590A,0.024234,mf
13246,19,22720,0.023726,mf
13246,20,21755,0.023682,mf
13247,1,21212,0.05666,mf
13247,2,21156,0.055614,mf
13247,3,22950,0.052124,mf
13247,4,21975,0.052028,mf
13247,5,21977,0.045352,mf
13247,6,22139,0.04519,mf
13247,7,22417,0.045104,mf
13247,8,84991,0.044643,mf
13247,9,22951,0.040076,mf
13247,10,21974,0.038228,mf
13247,11,23311,0.038177,mf
13247,12,23349,0.034537,mf
13247,13,21213,0.03446,mf
13247,14,22634,0.034072,mf
13247,15,23353,0.032706,mf
13247,16,23318,0.032251,mf
13247,17,21210,0.031757,mf
13247,18,22734,0.031358,mf
13247,19,23319,0.030991,mf
13247,20,84992,0.02861,mf
13248,1,22699,0.088659,mf
13248,2,22617,0.062823,mf
13248,3,23170,0.038071,mf
13248,4,23172,0.036653,mf
13248,5,23174,0.032707,mf
13248,6,23173,0.031108,mf
13248,7,23175,0.029062,mf
13248,8,22491,0.028445,mf
13248,9,22634,0.026969,mf
13248,10,22560,0.026877,mf
13248,11,22960,0.025376,mf
13248,12,23245,0.025319,mf
13248,13,22635,0.024817,mf
13248,14,22084,0.022459,mf
13248,15,22386,0.021807,mf
13248,16,72741,0.020681,mf
13248,17,21108,0.020421,mf
13248,18,22502,0.019328,mf
13248,19,22382,0.019311,mf
13248,20,23165,0.019289,mf
13249,1,21231,0.054691,mf
13249,2,22620,0.049875,mf
13249,3,22692,0.046691,mf
13249,4,48138,0.044628,mf
13249,5,21524,0.042971,mf
13249,6,23284,0.041124,mf
13249,7,21889,0.041049,mf
13249,8,21523,0.038048,mf
13249,9,22621,0.037698,mf
13249,10,48185,0.037654,mf
13249,11,48188,0.037053,mf
13249,12,48111,0.033913,mf
13249,13,21790,0.033876,mf
13249,14,21703,0.031854,mf
13249,15,48129,0.031034,mf
13249,16,22690,0.030938,mf
13249,17,21715,0.029816,mf
13249,18,48173C,0.028966,mf
13249,19,21716,0.028562,mf
13249,20,48116,0.028476,mf
13253,1,21108,0.049591,mf
13253,2,22161,0.036032,mf
13253,3,20992,0.032417,mf
13253,4,21933,0.031891,mf
13253,5,22610,0.030352,mf
13253,6,21932,0.030138,mf
13253,7,21992,0.029657,mf
13253,8,20996,0.029404,mf
13253,9,22065,0.028779,mf
13253,10,84596B,0.028734,mf
13253,11,22222,0.028674,mf
13253,12,20984,0.028379,mf
13253,13,47504K,0.027515,mf
13253,14,47503A,0.027245,mf
13253,15,21993,0.026834,mf
13253,16,21620,0.026041,mf
13253,17,22093,0.025533,mf
13253,18,22910,0.024663,mf
13253,19,84596F,0.024534,mf
13253,20,85015,0.024488,mf
13255,1,22766,0.053764,mf
13255,2,82482,0.045397,mf
13255,3,22169,0.042014,mf
13255,4,22170,0.040199,mf
13255,5,22423,0.039005,mf
13255,6,22171,0.03731,mf
13255,7,22086,0.035135,mf
13255,8,82483,0.031074,mf
13255,9,22189,0.030036,mf
13255,10,21914,0.029804,mf
13255,11,82484,0.028566,mf
13255,12,22796,0.028472,mf
13255,13,82486,0.027381,mf
13255,14,22457,0.026727,mf
13255,15,22910,0.024146,mf
13255,16,22577,0.023929,mf
13255,17,22197,0.023761,mf
13255,18,23092,0.023296,mf
13255,19,23110,0.022955,mf
13255,20,85066,0.022733,mf
13256,1,15056BL,0.0,mf
13256,2,16162M,0.0,mf
13256,3,20684,0.0,mf
13256,4,20719,0.0,mf
13256,5,20759,0.0,mf
13256,6,20782,0.0,mf
13256,7,20886,0.0,mf
13256,8,20903,0.0,mf
13256,9,21310,0.0,mf
13256,10,21371,0.0,mf
13256,11,21398,0.0,mf
13256,12,21467,0.0,mf
13256,13,21790,0.0,mf
13256,14,21864,0.0,mf
13256,15,21985,0.0,mf
13256,16,22083,0.0,mf
13256,17,22086,0.0,mf
13256,18,22137,0.0,mf
13256,19,22165,0.0,mf
13256,20,22197,0.0,mf
13258,1,22470,0.071993,mf
13258,2,22469,0.065497,mf
13258,3,71477,0.059936,mf
13258,4,21756,0.045857,mf
13258,5,22178,0.039955,mf
13258,6,23332,0.038288,mf
13258,7,23301,0.037653,mf
13258,8,23355,0.033896,mf
13258,9,21891,0.033719,mf
13258,10,23329,0.03334,mf
13258,11,22694,0.031649,mf
13258,12,22120,0.03051,mf
13258,13,21523,0.029313,mf
13258,14,22595,0.025429,mf
13258,15,22508,0.025262,mf
13258,16,21985,0.025141,mf
13258,17,22776,0.024523,mf
13258,18,48194,0.024167,mf
13258,19,84879,0.023558,mf
13258,20,22659,0.023269,mf
13259,1,21175,0.042807,mf
13259,2,21166,0.041817,mf
13259,3,82600,0.035982,mf
13259,4,21174,0.035073,mf
13259,5,21169,0.033679,mf
13259,6,21907,0.032409,mf
13259,7,85152,0.031694,mf
13259,8,82583,0.030879,mf
13259,9,82580,0.026324,mf
13259,10,85150,0.024572,mf
13259,11,82581,0.023212,mf
13259,12,21903,0.023022,mf
13259,13,21770,0.021388,mf
13259,14,82578,0.021263,mf
13259,15,82567,0.01957,mf
13259,16,21164,0.018819,mf
13259,17,22961,0.018406,mf
13259,18,82599,0.016399,mf
13259,19,21137,0.015677,mf
13259,20,22670,0.015314,mf
13260,1,22699,0.183946,mf
13260,2,23175,0.172064,mf
13260,3,23171,0.171516,mf
13260,4,22698,0.167037,mf
13260,5,23172,0.154165,mf
13260,6,23245,0.089424,mf
13260,7,23161,0.048306,mf
13260,8,23164,0.047925,mf
13260,9,23162,0.047727,mf
13260,10,23160,0.042256,mf
13260,11,23118,0.029172,mf
13260,12,21843,0.025016,mf
13260,13,21974,0.023133,mf
13260,14,22178,0.021416,mf
13260,15,23111,0.021186,mf
13260,16,23089,0.021106,mf
13260,17,22800,0.01976,mf
13260,18,85048,0.019667,mf
13260,19,47566,0.019509,mf
13260,20,79000,0.018064,mf
13261,1,48138,0.09945,mf
13261,2,22499,0.08944,mf
13261,3,21524,0.067708,mf
13261,4,20685,0.066017,mf
13261,5,48187,0.064323,mf
13261,6,22692,0.06331,mf
13261,7,22090,0.062809,mf
13261,8,48184,0.05776,mf
13261,9,48185,0.055585,mf
13261,10,48194,0.054391,mf
13261,11,21626,0.053607,mf
13261,12,22083,0.053061,mf
13261,13,47590A,0.052824,mf
13261,14,21523,0.049857,mf
13261,15,22366,0.049618,mf
13261,16,22690,0.048754,mf
13261,17,23284,0.047297,mf
13261,18,23298,0.045204,mf
13261,19,21955,0.043928,mf
13261,20,21878,0.04373,mf
13262,1,21985,0.067112,mf
13262,2,21980,0.064353,mf
13262,3,21984,0.045276,mf
13262,4,21981,0.04405,mf
13262,5,22768,0.043563,mf
13262,6,22489,0.040971,mf
13262,7,22491,0.039542,mf
13262,8,21967,0.038117,mf
13262,9,21983,0.036731,mf
13262,10,22614,0.036714,mf
13262,11,22767,0.035904,mf
13262,12,22555,0.033725,mf
13262,13,22561,0.033585,mf
13262,14,22766,0.033158,mf
13262,15,22969,0.032467,mf
13262,16,22457,0.030901,mf
13262,17,22077,0.030446,mf
13262,18,22554,0.029993,mf
13262,19,22616,0.028284,mf
13262,20,22557,0.02826,mf
13263,1,82600,0.033674,mf
13263,2,22996,0.032955,mf
13263,3,21907,0.032475,mf
13263,4,22603,0.030914,mf
13263,5,22600,0.029859,mf
13263,6,22989,0.028633,mf
13263,7,23196,0.02764,mf
13263,8,23166,0.027583,mf
13263,9,22602,0.026894,mf
13263,10,23328,0.026486,mf
13263,11,22601,0.025815,mf
13263,12,21905,0.025226,mf
13263,13,22662,0.024659,mf
13263,14,23002,0.024485,mf
13263,15,23130,0.024442,mf
13263,16,21162,0.024255,mf
13263,17,23221,0.02411,mf
13263,18,23418,0.022995,mf
13263,19,82567,0.02299,mf
13263,20,23309,0.02298,mf
13265,1,23032,0.07537,mf
13265,2,23035,0.065588,mf
13265,3,23029,0.062394,mf
13265,4,23028,0.057765,mf
13265,5,23031,0.05664,mf
13265,6,23034,0.04709,mf
13265,7,22961,0.034822,mf
13265,8,23033,0.033813,mf
13265,9,21136,0.032754,mf
13265,10,84947,0.032455,mf
13265,11,22960,0.031582,mf
13265,12,23026,0.030502,mf
13265,13,84949,0.030005,mf
13265,14,84970L,0.029149,mf
13265,15,23025,0.027862,mf
13265,16,22722,0.027837,mf
13265,17,22087,0.024418,mf
13265,18,22926,0.024267,mf
13265,19,22927,0.023777,mf
13265,20,21340,0.023362,mf
13266,1,20677,0.055068,mf
13266,2,23254,0.043214,mf
13266,3,20674,0.042304,mf
13266,4,23256,0.039357,mf
13266,5,22630,0.038959,mf
13266,6,21245,0.036871,mf
13266,7,22090,0.036439,mf
13266,8,84997D,0.032142,mf
13266,9,84997C,0.032092,mf
13266,10,22367,0.029978,mf
13266,11,21621,0.029538,mf
13266,12,23255,0.029394,mf
13266,13,22899,0.028474,mf
13266,14,23203,0.026249,mf
13266,15,22113,0.024894,mf
13266,16,22722,0.024859,mf
13266,17,23245,0.024346,mf
13266,18,22631,0.022825,mf
13266,19,22662,0.022122,mf
13266,20,22328,0.02162,mf
13267,1,21670,0.062799,mf
13267,2,22771,0.057764,mf
13267,3,23174,0.054266,mf
13267,4,23175,0.053432,mf
13267,5,23172,0.046489,mf
13267,6,22772,0.044315,mf
13267,7,22805,0.043617,mf
13267,8,84946,0.043496,mf
13267,9,22698,0.042128,mf
13267,10,22041,0.039178,mf
13267,11,22774,0.037986,mf
13267,12,22773,0.037239,mf
13267,13,21340,0.036939,mf
13267,14,23108,0.036867,mf
13267,15,23028,0.035958,mf
13267,16,22775,0.035149,mf
13267,17,23035,0.03456,mf
13267,18,22784,0.034337,mf
13267,19,22791,0.03334,mf
13267,20,71459,0.032996,mf
13268,1,22714,0.051481,mf
13268,2,22028,0.049638,mf
13268,3,21509,0.049486,mf
13268,4,21165,0.045744,mf
13268,5,21907,0.043836,mf
13268,6,21174,0.039149,mf
13268,7,21915,0.03261,mf
13268,8,21519,0.032523,mf
13268,9,22814,0.03189,mf
13268,10,21903,0.031078,mf
13268,11,85150,0.030662,mf
13268,12,82582,0.030477,mf
13268,13,22818,0.029707,mf
13268,14,21905,0.028759,mf
13268,15,22412,0.028379,mf
13268,16,22026,0.027143,mf
13268,17,23230,0.027033,mf
13268,18,22620,0.026205,mf
13268,19,37446,0.025916,mf
13268,20,23207,0.02562,mf
13269,1,22427,0.045425,mf
13269,2,23203,0.034763,mf
13269,3,84077,0.034589,mf
13269,4,82001S,0.033316,mf
13269,5,23309,0.032798,mf
13269,6,22910,0.032771,mf
13269,7,21914,0.032336,mf
13269,8,22554,0.032246,mf
13269,9,22996,0.032021,mf
13269,10,21731,0.03096,mf
13269,11,22467,0.029964,mf
13269,12,22090,0.028652,mf
13269,13,22992,0.027184,mf
13269,14,84992,0.027141,mf
13269,15,23188,0.026642,mf
13269,16,22326,0.025639,mf
13269,17,23012,0.025182,mf
13269,18,21495,0.024789,mf
13269,19,23307,0.024632,mf
13269,20,22426,0.024154,mf
13270,1,15056BL,0.0,mf
13270,2,16162M,0.0,mf
13270,3,20684,0.0,mf
13270,4,20719,0.0,mf
13270,5,20759,0.0,mf
13270,6,20782,0.0,mf
13270,7,20886,0.0,mf
13270,8,20903,0.0,mf
13270,9,21310,0.0,mf
13270,10,21371,0.0,mf
13270,11,21398,0.0,mf
13270,12,21467,0.0,mf
13270,13,21790,0.0,mf
13270,14,21864,0.0,mf
13270,15,21985,0.0,mf
13270,16,22083,0.0,mf
13270,17,22086,0.0,mf
13270,18,22137,0.0,mf
13270,19,22165,0.0,mf
13270,20,22197,0.0,mf
13271,1,22161,0.050933,mf
13271,2,21181,0.041431,mf
13271,3,21933,0.034998,mf
13271,4,22115,0.031688,mf
13271,5,21169,0.0316,mf
13271,6,21907,0.03159,mf
13271,7,21932,0.031006,mf
13271,8,21810,0.030774,mf
13271,9,22222,0.03032,mf
13271,10,21908,0.029049,mf
13271,11,85152,0.027896,mf
13271,12,82600,0.027795,mf
13271,13,20996,0.027608,mf
13271,14,20992,0.027404,mf
13271,15,82583,0.027155,mf
13271,16,21811,0.027149,mf
13271,17,47503A,0.026104,mf
13271,18,21903,0.025321,mf
13271,19,21165,0.025131,mf
13271,20,23187,0.025065,mf
13272,1,22835,0.068823,mf
13272,2,22111,0.066082,mf
13272,3,23355,0.05719,mf
13272,4,22427,0.054212,mf
13272,5,21485,0.043256,mf
13272,6,22469,0.038092,mf
13272,7,22776,0.036106,mf
13272,8,22113,0.03245,mf
13272,9,21181,0.029072,mf
13272,10,23356,0.028607,mf
13272,11,22487,0.028285,mf
13272,12,22424,0.027162,mf
13272,13,22222,0.026662,mf
13272,14,82484,0.025415,mf
13272,15,23243,0.024176,mf
13272,16,23321,0.023006,mf
13272,17,22722,0.020903,mf
13272,18,22429,0.020541,mf
13272,19,22784,0.020101,mf
13272,20,22470,0.019166,mf
13273,1,23300,0.027422,mf
13273,2,23355,0.026558,mf
13273,3,23321,0.023613,mf
13273,4,23322,0.023073,mf
13273,5,23284,0.023029,mf
13273,6,23332,0.019755,mf
13273,7,20982,0.019504,mf
13273,8,21980,0.018167,mf
13273,9,23333,0.017913,mf
13273,10,21982,0.017826,mf
13273,11,23103,0.017097,mf
13273,12,20981,0.016899,mf
13273,13,22158,0.015997,mf
13273,14,22502,0.015964,mf
13273,15,23076,0.014874,mf
13273,16,21034,0.014658,mf
13273,17,22296,0.014192,mf
13273,18,22077,0.013903,mf
13273,19,23129,0.013479,mf
13273,20,23298,0.013239,mf
13276,1,22747,0.085516,mf
13276,2,22112,0.065644,mf
13276,3,22749,0.041381,mf
13276,4,23355,0.041252,mf
13276,5,22111,0.038615,mf
13276,6,21791,0.038452,mf
13276,7,22750,0.03703,mf
13276,8,22940,0.033748,mf
13276,9,21790,0.032847,mf
13276,10,22622,0.031931,mf
13276,11,23108,0.030562,mf
13276,12,23356,0.029569,mf
13276,13,22941,0.02862,mf
13276,14,22969,0.025791,mf
13276,15,15036,0.02438,mf
13276,16,21731,0.023773,mf
13276,17,22502,0.02345,mf
13276,18,22468,0.022486,mf
13276,19,20972,0.021763,mf
13276,20,23193,0.021716,mf
13277,1,20728,0.044234,mf
13277,2,22382,0.039428,mf
13277,3,22383,0.034584,mf
13277,4,20725,0.032475,mf
13277,5,20727,0.028772,mf
13277,6,22384,0.026014,mf
13277,7,23207,0.024747,mf
13277,8,POST,0.023271,mf
13277,9,23206,0.022655,mf
13277,10,22662,0.022264,mf
13277,11,22326,0.021314,mf
13277,12,22556,0.017455,mf
13277,13,22554,0.017296,mf
13277,14,22077,0.017275,mf
13277,15,22328,0.015924,mf
13277,16,22551,0.015881,mf
13277,17,22555,0.015725,mf
13277,18,22629,0.01475,mf
13277,19,21731,0.01474,mf
13277,20,22553,0.012625,mf
13278,1,15056N,0.084583,mf
13278,2,20728,0.071107,mf
13278,3,20719,0.053296,mf
13278,4,23207,0.052192,mf
13278,5,15056P,0.052087,mf
13278,6,20727,0.050791,mf
13278,7,20725,0.049466,mf
13278,8,22356,0.049284,mf
13278,9,22384,0.042051,mf
13278,10,15044D,0.039853,mf
13278,11,22661,0.039757,mf
13278,12,23204,0.036918,mf
13278,13,23205,0.03596,mf
13278,14,23297,0.031541,mf
13278,15,85014B,0.028943,mf
13278,16,23306,0.02775,mf
13278,17,15044A,0.027113,mf
13278,18,85014A,0.026746,mf
13278,19,22950,0.026736,mf
13278,20,22752,0.026667,mf
13279,1,22699,0.115311,mf
13279,2,22423,0.05334,mf
13279,3,21985,0.02799,mf
13279,4,22487,0.026386,mf
13279,5,22189,0.026096,mf
13279,6,23172,0.02409,mf
13279,7,21980,0.023472,mf
13279,8,23171,0.022893,mf
13279,9,23170,0.020898,mf
13279,10,21531,0.019285,mf
13279,11,20996,0.018268,mf
13279,12,22112,0.018228,mf
13279,13,22759,0.018173,mf
13279,14,21982,0.017678,mf
13279,15,21914,0.0176,mf
13279,16,22084,0.017361,mf
13279,17,21984,0.017349,mf
13279,18,21533,0.017161,mf
13279,19,22557,0.016964,mf
13279,20,21915,0.016773,mf
13280,1,22383,0.05459,mf
13280,2,20914,0.050983,mf
13280,3,21535,0.046254,mf
13280,4,21216,0.04441,mf
13280,5,21218,0.043478,mf
13280,6,23207,0.037984,mf
13280,7,22625,0.036869,mf
13280,8,22662,0.036402,mf
13280,9,21094,0.03194,mf
13280,10,21498,0.031168,mf
13280,11,84997B,0.02993,mf
13280,12,21527,0.029809,mf
13280,13,22667,0.028575,mf
13280,14,21035,0.028432,mf
13280,15,21155,0.027945,mf
13280,16,22637,0.02675,mf
13280,17,22072,0.026622,mf
13280,18,21121,0.024924,mf
13280,19,22795,0.024274,mf
13280,20,21558,0.023926,mf
13282,1,22725,0.116465,mf
13282,2,23341,0.065929,mf
13282,3,23342,0.064739,mf
13282,4,22627,0.056561,mf
13282,5,22849,0.056532,mf
13282,6,22626,0.056511,mf
13282,7,23316,0.051852,mf
13282,8,23315,0.051447,mf
13282,9,22467,0.0458,mf
13282,10,22767,0.039439,mf
13282,11,47590A,0.039114,mf
13282,12,23317,0.037813,mf
13282,13,47590B,0.035551,mf
13282,14,22768,0.033659,mf
13282,15,POST,0.031803,mf
13282,16,22848,0.03117,mf
13282,17,22194,0.03011,mf
13282,18,22584,0.029694,mf
13282,19,22845,0.029126,mf
13282,20,22424,0.028573,mf
13283,1,22356,0.111735,mf
13283,2,20719,0.105257,mf
13283,3,20723,0.094518,mf
13283,4,23204,0.062418,mf
13283,5,22661,0.060725,mf
13283,6,20712,0.045632,mf
13283,7,23205,0.044193,mf
13283,8,85099B,0.042281,mf
13283,9,21931,0.040673,mf
13283,10,20713,0.039406,mf
13283,11,20718,0.037484,mf
13283,12,21929,0.034536,mf
13283,13,22381,0.033917,mf
13283,14,22379,0.030233,mf
13283,15,22385,0.02768,mf
13283,16,20717,0.026108,mf
13283,17,85099F,0.025425,mf
13283,18,21930,0.024709,mf
13283,19,21928,0.024098,mf
13283,20,20711,0.023216,mf
13284,1,15056BL,0.108927,mf
13284,2,22222,0.071552,mf
13284,3,22617,0.061853,mf
13284,4,20679,0.056356,mf
13284,5,22382,0.054651,mf
13284,6,22139,0.05167,mf
13284,7,15056P,0.04996,mf
13284,8,22383,0.048789,mf
13284,9,22384,0.048266,mf
13284,10,21843,0.047924,mf
13284,11,20726,0.046486,mf
13284,12,20727,0.045403,mf
13284,13,22236,0.043401,mf
13284,14,15036,0.035724,mf
13284,15,22625,0.035439,mf
13284,16,21977,0.035155,mf
13284,17,85014B,0.03415,mf
13284,18,23207,0.032742,mf
13284,19,21974,0.032331,mf
13284,20,85014A,0.031604,mf
13285,1,22622,0.056211,mf
13285,2,21232,0.047454,mf
13285,3,23230,0.041447,mf
13285,4,47566,0.040886,mf
13285,5,20718,0.037995,mf
13285,6,22714,0.036493,mf
13285,7,21509,0.034597,mf
13285,8,85099F,0.031973,mf
13285,9,21495,0.031369,mf
13285,10,22619,0.031121,mf
13285,11,22561,0.030901,mf
13285,12,22191,0.029948,mf
13285,13,22621,0.029634,mf
13285,14,22730,0.028655,mf
13285,15,22706,0.027205,mf
13285,16,22487,0.026433,mf
13285,17,22818,0.026325,mf
13285,18,37446,0.025948,mf
13285,19,23581,0.02582,mf
13285,20,22192,0.025706,mf
13291,1,21231,0.075698,mf
13291,2,21755,0.066889,mf
13291,3,22469,0.056521,mf
13291,4,22296,0.043954,mf
13291,5,21136,0.0428,mf
13291,6,23321,0.041312,mf
13291,7,22666,0.04028,mf
13291,8,22383,0.032692,mf
13291,9,22055,0.032663,mf
13291,10,23207,0.031301,mf
13291,11,85123A,0.031249,mf
13291,12,22622,0.031176,mf
13291,13,22120,0.029363,mf
13291,14,22851,0.028655,mf
13291,15,22722,0.028362,mf
13291,16,21385,0.02725,mf
13291,17,22382,0.027048,mf
13291,18,20725,0.026396,mf
13291,19,23243,0.025739,mf
13291,20,23332,0.025736,mf
13292,1,22082,0.040073,mf
13292,2,22079,0.038143,mf
13292,3,23395,0.038142,mf
13292,4,21340,0.037538,mf
13292,5,23396,0.034587,mf
13292,6,22457,0.032976,mf
13292,7,23393,0.029044,mf
13292,8,22585,0.02861,mf
13292,9,22784,0.027722,mf
13292,10,22595,0.027548,mf
13292,11,23511,0.027373,mf
13292,12,23322,0.027063,mf
13292,13,21915,0.026358,mf
13292,14,22734,0.025787,mf
13292,15,22560,0.024633,mf
13292,16,22470,0.024185,mf
13292,17,22574,0.024151,mf
13292,18,35970,0.023202,mf
13292,19,23355,0.023125,mf
13292,20,22561,0.023059,mf
13294,1,22427,0.064613,mf
13294,2,22424,0.050421,mf
13294,3,21499,0.049264,mf
13294,4,21498,0.048502,mf
13294,5,21500,0.04435,mf
13294,6,16161P,0.040019,mf
13294,7,22840,0.034784,mf
13294,8,22926,0.032814,mf
13294,9,22426,0.030918,mf
13294,10,22842,0.030738,mf
13294,11,22502,0.029291,mf
13294,12,22189,0.028967,mf
13294,13,22084,0.028925,mf
13294,14,22501,0.027638,mf
13294,15,22925,0.027259,mf
13294,16,22430,0.026888,mf
13294,17,22847,0.026676,mf
13294,18,22558,0.026221,mf
13294,19,22841,0.024146,mf
13294,20,16169E,0.024128,mf
13295,1,85123A,0.095864,mf
13295,2,22804,0.051976,mf
13295,3,71477,0.045809,mf
13295,4,48194,0.028545,mf
13295,5,48187,0.024606,mf
13295,6,22692,0.024231,mf
13295,7,21523,0.020938,mf
13295,8,48184,0.020827,mf
13295,9,48185,0.01986,mf
13295,10,48129,0.019207,mf
13295,11,48111,0.01858,mf
13295,12,48138,0.018428,mf
13295,13,72741,0.018239,mf
13295,14,84970L,0.018064,mf
13295,15,21955,0.017963,mf
13295,16,21524,0.017734,mf
13295,17,22690,0.016972,mf
13295,18,21034,0.016805,mf
13295,19,48188,0.016528,mf
13295,20,48173C,0.016035,mf
13296,1,21499,0.099918,mf
13296,2,21500,0.091479,mf
13296,3,16161P,0.064303,mf
13296,4,21495,0.060822,mf
13296,5,21497,0.054822,mf
13296,6,23231,0.045043,mf
13296,7,16156S,0.044836,mf
13296,8,23351,0.040344,mf
13296,9,23232,0.036615,mf
13296,10,22704,0.036375,mf
13296,11,16161U,0.03465,mf
13296,12,23354,0.034396,mf
13296,13,22986,0.032302,mf
13296,14,22711,0.031542,mf
13296,15,23350,0.03146,mf
13296,16,23230,0.031375,mf
13296,17,23352,0.030939,mf
13296,18,23349,0.030205,mf
13296,19,22622,0.028151,mf
13296,20,22047,0.027476,mf
13297,1,22041,0.079696,mf
13297,2,22112,0.077124,mf
13297,3,20728,0.060163,mf
13297,4,22382,0.058253,mf
13297,5,23206,0.052581,mf
13297,6,84879,0.049572,mf
13297,7,23209,0.04435,mf
13297,8,21136,0.041733,mf
13297,9,21523,0.038849,mf
13297,10,22384,0.038838,mf
13297,11,23301,0.038023,mf
13297,12,23356,0.037895,mf
13297,13,48138,0.035544,mf
13297,14,22355,0.035357,mf
13297,15,22629,0.035247,mf
13297,16,22662,0.035177,mf
13297,17,21756,0.034109,mf
13297,18,20723,0.032536,mf
13297,19,22296,0.030481,mf
13297,20,79321,0.029635,mf
13299,1,22488,0.092318,mf
13299,2,22328,0.04827,mf
13299,3,22303,0.046246,mf
13299,4,POST,0.046245,mf
13299,5,22302,0.043762,mf
13299,6,22469,0.043741,mf
13299,7,22605,0.042869,mf
13299,8,22595,0.042766,mf
13299,9,22596,0.042588,mf
13299,10,21314,0.040797,mf
13299,11,21621,0.040577,mf
13299,12,22768,0.039184,mf
13299,13,23014,0.038531,mf
13299,14,23293,0.038278,mf
13299,15,22607,0.038009,mf
13299,16,22185,0.037747,mf
13299,17,23012,0.036674,mf
13299,18,22189,0.035577,mf
13299,19,22555,0.035043,mf
13299,20,22489,0.034729,mf
13300,1,22554,0.078389,mf
13300,2,22555,0.077222,mf
13300,3,22084,0.059902,mf
13300,4,22557,0.048944,mf
13300,5,22326,0.047603,mf
13300,6,22553,0.045866,mf
13300,7,23199,0.045833,mf
13300,8,22382,0.044837,mf
13300,9,23240,0.042066,mf
13300,10,23165,0.041435,mf
13300,11,22433,0.040382,mf
13300,12,22522,0.039744,mf
13300,13,22961,0.039557,mf
13300,14,22776,0.03933,mf
13300,15,23201,0.039235,mf
13300,16,22328,0.037444,mf
13300,17,22989,0.037027,mf
13300,18,23254,0.035967,mf
13300,19,POST,0.035186,mf
13300,20,23207,0.034966,mf
13301,1,84970L,0.047559,mf
13301,2,23145,0.044011,mf
13301,3,22470,0.041851,mf
13301,4,21034,0.039491,mf
13301,5,22178,0.033248,mf
13301,6,22081,0.032453,mf
13301,7,22668,0.032323,mf
13301,8,22457,0.032316,mf
13301,9,22113,0.031292,mf
13301,10,84755,0.030843,mf
13301,11,22222,0.029545,mf
13301,12,47566B,0.029169,mf
13301,13,84978,0.028229,mf
13301,14,23101,0.028193,mf
13301,15,22219,0.028041,mf
13301,16,23511,0.026584,mf
13301,17,21389,0.02594,mf
13301,18,23103,0.025553,mf
13301,19,22156,0.024837,mf
13301,20,22078,0.024803,mf
13302,1,15056BL,0.0,mf
13302,2,16162M,0.0,mf
13302,3,20684,0.0,mf
13302,4,20719,0.0,mf
13302,5,20759,0.0,mf
13302,6,20782,0.0,mf
13302,7,20886,0.0,mf
13302,8,20903,0.0,mf
13302,9,21310,0.0,mf
13302,10,21371,0.0,mf
13302,11,21398,0.0,mf
13302,12,21467,0.0,mf
13302,13,21790,0.0,mf
13302,14,21864,0.0,mf
13302,15,21985,0.0,mf
13302,16,22083,0.0,mf
13302,17,22086,0.0,mf
13302,18,22137,0.0,mf
13302,19,22165,0.0,mf
13302,20,22197,0.0,mf
13304,1,22113,0.070254,mf
13304,2,22835,0.061708,mf
13304,3,22114,0.05266,mf
13304,4,21980,0.049513,mf
13304,5,21982,0.040397,mf
13304,6,21986,0.03836,mf
13304,7,21479,0.034096,mf
13304,8,22386,0.030984,mf
13304,9,21984,0.029447,mf
13304,10,21967,0.028743,mf
13304,11,21981,0.02705,mf
13304,12,22616,0.026647,mf
13304,13,84378,0.026506,mf
13304,14,21928,0.02606,mf
13304,15,21481,0.025924,mf
13304,16,22558,0.025852,mf
13304,17,21929,0.025328,mf
13304,18,84029E,0.024868,mf
13304,19,15056N,0.024196,mf
13304,20,21484,0.022025,mf
13305,1,21755,0.060995,mf
13305,2,22692,0.055297,mf
13305,3,21231,0.055136,mf
13305,4,20685,0.054997,mf
13305,5,48184,0.054614,mf
13305,6,22487,0.051498,mf
13305,7,48188,0.043447,mf
13305,8,21756,0.042976,mf
13305,9,21980,0.041561,mf
13305,10,48185,0.041545,mf
13305,11,22690,0.039678,mf
13305,12,21340,0.03769,mf
13305,13,23283,0.037482,mf
13305,14,22149,0.03687,mf
13305,15,84879,0.034516,mf
13305,16,48111,0.033505,mf
13305,17,21955,0.033084,mf
13305,18,48173C,0.031671,mf
13305,19,21136,0.03025,mf
13305,20,47566,0.030099,mf
13307,1,15056BL,0.0,mf
13307,2,16162M,0.0,mf
13307,3,20684,0.0,mf
13307,4,20719,0.0,mf
13307,5,20759,0.0,mf
13307,6,20782,0.0,mf
13307,7,20886,0.0,mf
13307,8,20903,0.0,mf
13307,9,21310,0.0,mf
13307,10,21371,0.0,mf
13307,11,21398,0.0,mf
13307,12,21467,0.0,mf
13307,13,21790,0.0,mf
13307,14,21864,0.0,mf
13307,15,21985,0.0,mf
13307,16,22083,0.0,mf
13307,17,22086,0.0,mf
13307,18,22137,0.0,mf
13307,19,22165,0.0,mf
13307,20,22197,0.0,mf
13308,1,20972,0.106711,mf
13308,2,20971,0.098495,mf
13308,3,22273,0.072437,mf
13308,4,20969,0.070758,mf
13308,5,22144,0.05889,mf
13308,6,22621,0.057777,mf
13308,7,22940,0.045358,mf
13308,8,23126,0.041066,mf
13308,9,23171,0.037323,mf
13308,10,22654,0.03731,mf
13308,11,22141,0.03724,mf
13308,12,23174,0.036912,mf
